supergrupo,Año,Ubicación,Detalle,Nombre grupo,ANIO,Color
Autodefensas de Puerto Boyacá (1979-1991),01/01/1987,"3.136518, -73.752931","<p>En 1987 las Autodefensas de Puerto Boyacá perpetraron varias masacres. Rutas del Conflicto documentó las masacres de Cimitarra y de ‘19 comerciantes’. En ambas, los ‘paras’ se desplazaron al departamento de Santander, en la primera, para asesinar a 14 personas a orillas del río Carare, y en la segunda, para secuestrar a 19 personas que fueron llevadas a una finca en Puerto Boyacá para ser torturadas y asesinadas. En las dos masacres los paramilitares acusaron a las víctimas de ser auxiliadoras de la guerrilla y arrojaron la mayoría de cuerpos a los ríos Casanare y Magdalena. Por la masacre de 19 comerciantes, la Fiscalía abrió un proceso a mediados de los noventa contra varios oficiales del Ejército como el general Faruk Yanine Díaz, quien murió por enfermedad años más tarde, pero ningún militar ha sido condenado. </p>


<p>En octubre de 1987, Gonzalo Rodríguez Gacha, alias ‘El Mexicano’, ordenó a dos sicarios entrenados en una escuela de entrenamiento paramilitar en Puerto Boyacá que asesinaran al candidato presidencial por la UP Jaime Pardo Leal. Dos meses después, al parecer las Farc asesinaron al cacique político de Puerto Boyacá y protector de los ‘paras’ de Henry Pérez, Pablo Emilio Guarín. </p>


<p>Por un periodo de nueve meses entre 1987 y 1988, Alejandro Echandía, alias ‘Alejandro Chocolate’, hermano del exalcalde militar de Puerto Boyacá Óscar Echandía, fue alcalde del mismo pueblo. Así como documentó la periodista María Teresa Ronderos en su libro, Guerras Recicladas, alias ‘Alejandro Chocolate’ era uno de los hombres que Pérez enviaba a otras bases para dar asesorías. </p>",Autodefensas de Puerto Boyacá (1979-1991),1987,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1987,"1.105307, -76.757198","<p>En 1987 las Autodefensas de Puerto Boyacá perpetraron varias masacres. Rutas del Conflicto documentó las masacres de Cimitarra y de ‘19 comerciantes’. En ambas, los ‘paras’ se desplazaron al departamento de Santander, en la primera, para asesinar a 14 personas a orillas del río Carare, y en la segunda, para secuestrar a 19 personas que fueron llevadas a una finca en Puerto Boyacá para ser torturadas y asesinadas. En las dos masacres los paramilitares acusaron a las víctimas de ser auxiliadoras de la guerrilla y arrojaron la mayoría de cuerpos a los ríos Casanare y Magdalena. Por la masacre de 19 comerciantes, la Fiscalía abrió un proceso a mediados de los noventa contra varios oficiales del Ejército como el general Faruk Yanine Díaz, quien murió por enfermedad años más tarde, pero ningún militar ha sido condenado. </p>


<p>En octubre de 1987, Gonzalo Rodríguez Gacha, alias ‘El Mexicano’, ordenó a dos sicarios entrenados en una escuela de entrenamiento paramilitar en Puerto Boyacá que asesinaran al candidato presidencial por la UP Jaime Pardo Leal. Dos meses después, al parecer las Farc asesinaron al cacique político de Puerto Boyacá y protector de los ‘paras’ de Henry Pérez, Pablo Emilio Guarín. </p>


<p>Por un periodo de nueve meses entre 1987 y 1988, Alejandro Echandía, alias ‘Alejandro Chocolate’, hermano del exalcalde militar de Puerto Boyacá Óscar Echandía, fue alcalde del mismo pueblo. Así como documentó la periodista María Teresa Ronderos en su libro, Guerras Recicladas, alias ‘Alejandro Chocolate’ era uno de los hombres que Pérez enviaba a otras bases para dar asesorías. </p>",Autodefensas de Puerto Boyacá (1979-1991),1987,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1987,"6.339256, -73.925305","<p>En 1987 las Autodefensas de Puerto Boyacá perpetraron varias masacres. Rutas del Conflicto documentó las masacres de Cimitarra y de ‘19 comerciantes’. En ambas, los ‘paras’ se desplazaron al departamento de Santander, en la primera, para asesinar a 14 personas a orillas del río Carare, y en la segunda, para secuestrar a 19 personas que fueron llevadas a una finca en Puerto Boyacá para ser torturadas y asesinadas. En las dos masacres los paramilitares acusaron a las víctimas de ser auxiliadoras de la guerrilla y arrojaron la mayoría de cuerpos a los ríos Casanare y Magdalena. Por la masacre de 19 comerciantes, la Fiscalía abrió un proceso a mediados de los noventa contra varios oficiales del Ejército como el general Faruk Yanine Díaz, quien murió por enfermedad años más tarde, pero ningún militar ha sido condenado. </p>


<p>En octubre de 1987, Gonzalo Rodríguez Gacha, alias ‘El Mexicano’, ordenó a dos sicarios entrenados en una escuela de entrenamiento paramilitar en Puerto Boyacá que asesinaran al candidato presidencial por la UP Jaime Pardo Leal. Dos meses después, al parecer las Farc asesinaron al cacique político de Puerto Boyacá y protector de los ‘paras’ de Henry Pérez, Pablo Emilio Guarín. </p>


<p>Por un periodo de nueve meses entre 1987 y 1988, Alejandro Echandía, alias ‘Alejandro Chocolate’, hermano del exalcalde militar de Puerto Boyacá Óscar Echandía, fue alcalde del mismo pueblo. Así como documentó la periodista María Teresa Ronderos en su libro, Guerras Recicladas, alias ‘Alejandro Chocolate’ era uno de los hombres que Pérez enviaba a otras bases para dar asesorías. </p>",Autodefensas de Puerto Boyacá (1979-1991),1987,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1988,"5.969939, -74.586017","<p>Los entrenamientos militares de los paramilitares se fortalecieron con la llegada de mercenarios israelíes, británicos y australianos, quienes se encargaron de instruirlos en técnicas de combate. El más conocido ha sido el mercenario Yair Klein, cuya historia continúa despertando muchos interrogantes. Lo que sí es un hecho, es que en abril y en mayo, estos ex oficiales israelíes dictaron dos cursos en el Magdalena Medio; entre los estudiantes estaban el hijo de Gonzalo Rodríguez Gacha, alias ‘El Mexicano’ y Carlos Castaño, futuro jefe de jefes de las Autodefensas Unidas de Colombia, Auc. Entre ambos entrenamientos, ‘paras’ masacraron al menos a 54 personas en La Mejor Esquina, Córdoba, y en Punta Coquitos, Turbo, en el Urabá antioqueño. </p>


<p>Los mercenarios también entrenaron a jóvenes paramilitares en los Llanos Orientales y en Putumayo, en donde planearon lo que habría sido la mayor operación paramilitar contra las Farc para ese entonces. Dicha operación consistía en atacar Casa Verde, uno de los campamentos madre de la guerrilla que estaba ubicado en La Uribe, Meta. Sin embargo, esta nunca se realizó. </p>


<p>En noviembre de 1988, ‘paras’ de Fidel Castaño, otro de los padres del paramilitarismo, y de Henry Pérez perpetraron una masacre en los municipios de Segovia y de Remedios en la que murieron 46 personas. Esta fue la última de nueve masacres cometidas por estos grupos en menos de 10 meses.  La Corte Suprema de Justicia  pudo probar que la masacre hizo parte de un plan de exterminio contra los militantes y simpatizantes de la Unión Patriótica, UP, que para esa época le había ganado las elecciones al Partido Liberal, de cacique político César Pérez García, en los municipios de Segovia y Remedios. Pérez, excongresista y exdiputado a la Asamblea de Antioquia, que se alió con Fidel Castaño y Henry Pérez, fue condenado a 30 años por su responsabilidad en estos hechos. </p>",Autodefensas de Puerto Boyacá (1979-1991),1988,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1988,"5.878650, -74.639701","<p>Los entrenamientos militares de los paramilitares se fortalecieron con la llegada de mercenarios israelíes, británicos y australianos, quienes se encargaron de instruirlos en técnicas de combate. El más conocido ha sido el mercenario Yair Klein, cuya historia continúa despertando muchos interrogantes. Lo que sí es un hecho, es que en abril y en mayo, estos ex oficiales israelíes dictaron dos cursos en el Magdalena Medio; entre los estudiantes estaban el hijo de Gonzalo Rodríguez Gacha, alias ‘El Mexicano’ y Carlos Castaño, futuro jefe de jefes de las Autodefensas Unidas de Colombia, Auc. Entre ambos entrenamientos, ‘paras’ masacraron al menos a 54 personas en La Mejor Esquina, Córdoba, y en Punta Coquitos, Turbo, en el Urabá antioqueño. </p>


<p>Los mercenarios también entrenaron a jóvenes paramilitares en los Llanos Orientales y en Putumayo, en donde planearon lo que habría sido la mayor operación paramilitar contra las Farc para ese entonces. Dicha operación consistía en atacar Casa Verde, uno de los campamentos madre de la guerrilla que estaba ubicado en La Uribe, Meta. Sin embargo, esta nunca se realizó. </p>


<p>En noviembre de 1988, ‘paras’ de Fidel Castaño, otro de los padres del paramilitarismo, y de Henry Pérez perpetraron una masacre en los municipios de Segovia y de Remedios en la que murieron 46 personas. Esta fue la última de nueve masacres cometidas por estos grupos en menos de 10 meses.  La Corte Suprema de Justicia  pudo probar que la masacre hizo parte de un plan de exterminio contra los militantes y simpatizantes de la Unión Patriótica, UP, que para esa época le había ganado las elecciones al Partido Liberal, de cacique político César Pérez García, en los municipios de Segovia y Remedios. Pérez, excongresista y exdiputado a la Asamblea de Antioquia, que se alió con Fidel Castaño y Henry Pérez, fue condenado a 30 años por su responsabilidad en estos hechos. </p>",Autodefensas de Puerto Boyacá (1979-1991),1988,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1988,"3.136518, -73.752931","<p>Los entrenamientos militares de los paramilitares se fortalecieron con la llegada de mercenarios israelíes, británicos y australianos, quienes se encargaron de instruirlos en técnicas de combate. El más conocido ha sido el mercenario Yair Klein, cuya historia continúa despertando muchos interrogantes. Lo que sí es un hecho, es que en abril y en mayo, estos ex oficiales israelíes dictaron dos cursos en el Magdalena Medio; entre los estudiantes estaban el hijo de Gonzalo Rodríguez Gacha, alias ‘El Mexicano’ y Carlos Castaño, futuro jefe de jefes de las Autodefensas Unidas de Colombia, Auc. Entre ambos entrenamientos, ‘paras’ masacraron al menos a 54 personas en La Mejor Esquina, Córdoba, y en Punta Coquitos, Turbo, en el Urabá antioqueño. </p>


<p>Los mercenarios también entrenaron a jóvenes paramilitares en los Llanos Orientales y en Putumayo, en donde planearon lo que habría sido la mayor operación paramilitar contra las Farc para ese entonces. Dicha operación consistía en atacar Casa Verde, uno de los campamentos madre de la guerrilla que estaba ubicado en La Uribe, Meta. Sin embargo, esta nunca se realizó. </p>


<p>En noviembre de 1988, ‘paras’ de Fidel Castaño, otro de los padres del paramilitarismo, y de Henry Pérez perpetraron una masacre en los municipios de Segovia y de Remedios en la que murieron 46 personas. Esta fue la última de nueve masacres cometidas por estos grupos en menos de 10 meses.  La Corte Suprema de Justicia  pudo probar que la masacre hizo parte de un plan de exterminio contra los militantes y simpatizantes de la Unión Patriótica, UP, que para esa época le había ganado las elecciones al Partido Liberal, de cacique político César Pérez García, en los municipios de Segovia y Remedios. Pérez, excongresista y exdiputado a la Asamblea de Antioquia, que se alió con Fidel Castaño y Henry Pérez, fue condenado a 30 años por su responsabilidad en estos hechos. </p>",Autodefensas de Puerto Boyacá (1979-1991),1988,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1988,"1.105307, -76.757198","<p>Los entrenamientos militares de los paramilitares se fortalecieron con la llegada de mercenarios israelíes, británicos y australianos, quienes se encargaron de instruirlos en técnicas de combate. El más conocido ha sido el mercenario Yair Klein, cuya historia continúa despertando muchos interrogantes. Lo que sí es un hecho, es que en abril y en mayo, estos ex oficiales israelíes dictaron dos cursos en el Magdalena Medio; entre los estudiantes estaban el hijo de Gonzalo Rodríguez Gacha, alias ‘El Mexicano’ y Carlos Castaño, futuro jefe de jefes de las Autodefensas Unidas de Colombia, Auc. Entre ambos entrenamientos, ‘paras’ masacraron al menos a 54 personas en La Mejor Esquina, Córdoba, y en Punta Coquitos, Turbo, en el Urabá antioqueño. </p>


<p>Los mercenarios también entrenaron a jóvenes paramilitares en los Llanos Orientales y en Putumayo, en donde planearon lo que habría sido la mayor operación paramilitar contra las Farc para ese entonces. Dicha operación consistía en atacar Casa Verde, uno de los campamentos madre de la guerrilla que estaba ubicado en La Uribe, Meta. Sin embargo, esta nunca se realizó. </p>


<p>En noviembre de 1988, ‘paras’ de Fidel Castaño, otro de los padres del paramilitarismo, y de Henry Pérez perpetraron una masacre en los municipios de Segovia y de Remedios en la que murieron 46 personas. Esta fue la última de nueve masacres cometidas por estos grupos en menos de 10 meses.  La Corte Suprema de Justicia  pudo probar que la masacre hizo parte de un plan de exterminio contra los militantes y simpatizantes de la Unión Patriótica, UP, que para esa época le había ganado las elecciones al Partido Liberal, de cacique político César Pérez García, en los municipios de Segovia y Remedios. Pérez, excongresista y exdiputado a la Asamblea de Antioquia, que se alió con Fidel Castaño y Henry Pérez, fue condenado a 30 años por su responsabilidad en estos hechos. </p>",Autodefensas de Puerto Boyacá (1979-1991),1988,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1988,"6.339256, -73.925305","<p>Los entrenamientos militares de los paramilitares se fortalecieron con la llegada de mercenarios israelíes, británicos y australianos, quienes se encargaron de instruirlos en técnicas de combate. El más conocido ha sido el mercenario Yair Klein, cuya historia continúa despertando muchos interrogantes. Lo que sí es un hecho, es que en abril y en mayo, estos ex oficiales israelíes dictaron dos cursos en el Magdalena Medio; entre los estudiantes estaban el hijo de Gonzalo Rodríguez Gacha, alias ‘El Mexicano’ y Carlos Castaño, futuro jefe de jefes de las Autodefensas Unidas de Colombia, Auc. Entre ambos entrenamientos, ‘paras’ masacraron al menos a 54 personas en La Mejor Esquina, Córdoba, y en Punta Coquitos, Turbo, en el Urabá antioqueño. </p>


<p>Los mercenarios también entrenaron a jóvenes paramilitares en los Llanos Orientales y en Putumayo, en donde planearon lo que habría sido la mayor operación paramilitar contra las Farc para ese entonces. Dicha operación consistía en atacar Casa Verde, uno de los campamentos madre de la guerrilla que estaba ubicado en La Uribe, Meta. Sin embargo, esta nunca se realizó. </p>


<p>En noviembre de 1988, ‘paras’ de Fidel Castaño, otro de los padres del paramilitarismo, y de Henry Pérez perpetraron una masacre en los municipios de Segovia y de Remedios en la que murieron 46 personas. Esta fue la última de nueve masacres cometidas por estos grupos en menos de 10 meses.  La Corte Suprema de Justicia  pudo probar que la masacre hizo parte de un plan de exterminio contra los militantes y simpatizantes de la Unión Patriótica, UP, que para esa época le había ganado las elecciones al Partido Liberal, de cacique político César Pérez García, en los municipios de Segovia y Remedios. Pérez, excongresista y exdiputado a la Asamblea de Antioquia, que se alió con Fidel Castaño y Henry Pérez, fue condenado a 30 años por su responsabilidad en estos hechos. </p>",Autodefensas de Puerto Boyacá (1979-1991),1988,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1989,"5.969939, -74.586017","<p>En 1989 miembros de este grupo paramilitar llegaron al municipio de Simacota, Santander, y perpetraron la ‘Masacre de La Rochela’, por la que la Corte Interamericana de Derechos Humanos condenó al Estado. Cerca de 40 ‘paras’ se hicieron pasar por guerrilleros y asesinaron a una comisión judicial de 15 funcionarios que investigaba una serie de masacres y asesinatos selectivos en el Magdalena Medio. </p>


<p>Este año estuvo marcado por hechos relacionados con los mercenarios israelíes y británicos que llegaron un año antes para conformar escuelas de entrenamiento paramilitar. En mayo llegó un cargamento de 500 ametralladoras que Yair Klein mandó a traer del extranjero para armar ‘paras’. Un mes después, integrantes de estas escuelas al servicio del cartel de Medellín estallaron una bomba en el edificio del DAS que dejó 72 muertos y más de 600 heridos. El 18 de agosto, hombres que salieron de estos centros de entrenamiento también asesinaron al candidato presidencial Luis Carlos Galán. </p>


<p>Cuatro meses después, el 15 de diciembre, el mayor financiador de estas autodefensas, Gonzalo Rodríguez Gacha, alias ‘El Mexicano’, y su hijo fueron abatidos por la fuerza pública. </p>",Autodefensas de Puerto Boyacá (1979-1991),1989,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1989,"5.878650, -74.639701","<p>En 1989 miembros de este grupo paramilitar llegaron al municipio de Simacota, Santander, y perpetraron la ‘Masacre de La Rochela’, por la que la Corte Interamericana de Derechos Humanos condenó al Estado. Cerca de 40 ‘paras’ se hicieron pasar por guerrilleros y asesinaron a una comisión judicial de 15 funcionarios que investigaba una serie de masacres y asesinatos selectivos en el Magdalena Medio. </p>


<p>Este año estuvo marcado por hechos relacionados con los mercenarios israelíes y británicos que llegaron un año antes para conformar escuelas de entrenamiento paramilitar. En mayo llegó un cargamento de 500 ametralladoras que Yair Klein mandó a traer del extranjero para armar ‘paras’. Un mes después, integrantes de estas escuelas al servicio del cartel de Medellín estallaron una bomba en el edificio del DAS que dejó 72 muertos y más de 600 heridos. El 18 de agosto, hombres que salieron de estos centros de entrenamiento también asesinaron al candidato presidencial Luis Carlos Galán. </p>


<p>Cuatro meses después, el 15 de diciembre, el mayor financiador de estas autodefensas, Gonzalo Rodríguez Gacha, alias ‘El Mexicano’, y su hijo fueron abatidos por la fuerza pública. </p>",Autodefensas de Puerto Boyacá (1979-1991),1989,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1989,"3.136518, -73.752931","<p>En 1989 miembros de este grupo paramilitar llegaron al municipio de Simacota, Santander, y perpetraron la ‘Masacre de La Rochela’, por la que la Corte Interamericana de Derechos Humanos condenó al Estado. Cerca de 40 ‘paras’ se hicieron pasar por guerrilleros y asesinaron a una comisión judicial de 15 funcionarios que investigaba una serie de masacres y asesinatos selectivos en el Magdalena Medio. </p>


<p>Este año estuvo marcado por hechos relacionados con los mercenarios israelíes y británicos que llegaron un año antes para conformar escuelas de entrenamiento paramilitar. En mayo llegó un cargamento de 500 ametralladoras que Yair Klein mandó a traer del extranjero para armar ‘paras’. Un mes después, integrantes de estas escuelas al servicio del cartel de Medellín estallaron una bomba en el edificio del DAS que dejó 72 muertos y más de 600 heridos. El 18 de agosto, hombres que salieron de estos centros de entrenamiento también asesinaron al candidato presidencial Luis Carlos Galán. </p>


<p>Cuatro meses después, el 15 de diciembre, el mayor financiador de estas autodefensas, Gonzalo Rodríguez Gacha, alias ‘El Mexicano’, y su hijo fueron abatidos por la fuerza pública. </p>",Autodefensas de Puerto Boyacá (1979-1991),1989,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1989,"1.105307, -76.757198","<p>En 1989 miembros de este grupo paramilitar llegaron al municipio de Simacota, Santander, y perpetraron la ‘Masacre de La Rochela’, por la que la Corte Interamericana de Derechos Humanos condenó al Estado. Cerca de 40 ‘paras’ se hicieron pasar por guerrilleros y asesinaron a una comisión judicial de 15 funcionarios que investigaba una serie de masacres y asesinatos selectivos en el Magdalena Medio. </p>


<p>Este año estuvo marcado por hechos relacionados con los mercenarios israelíes y británicos que llegaron un año antes para conformar escuelas de entrenamiento paramilitar. En mayo llegó un cargamento de 500 ametralladoras que Yair Klein mandó a traer del extranjero para armar ‘paras’. Un mes después, integrantes de estas escuelas al servicio del cartel de Medellín estallaron una bomba en el edificio del DAS que dejó 72 muertos y más de 600 heridos. El 18 de agosto, hombres que salieron de estos centros de entrenamiento también asesinaron al candidato presidencial Luis Carlos Galán. </p>


<p>Cuatro meses después, el 15 de diciembre, el mayor financiador de estas autodefensas, Gonzalo Rodríguez Gacha, alias ‘El Mexicano’, y su hijo fueron abatidos por la fuerza pública. </p>",Autodefensas de Puerto Boyacá (1979-1991),1989,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1989,"6.339256, -73.925305","<p>En 1989 miembros de este grupo paramilitar llegaron al municipio de Simacota, Santander, y perpetraron la ‘Masacre de La Rochela’, por la que la Corte Interamericana de Derechos Humanos condenó al Estado. Cerca de 40 ‘paras’ se hicieron pasar por guerrilleros y asesinaron a una comisión judicial de 15 funcionarios que investigaba una serie de masacres y asesinatos selectivos en el Magdalena Medio. </p>


<p>Este año estuvo marcado por hechos relacionados con los mercenarios israelíes y británicos que llegaron un año antes para conformar escuelas de entrenamiento paramilitar. En mayo llegó un cargamento de 500 ametralladoras que Yair Klein mandó a traer del extranjero para armar ‘paras’. Un mes después, integrantes de estas escuelas al servicio del cartel de Medellín estallaron una bomba en el edificio del DAS que dejó 72 muertos y más de 600 heridos. El 18 de agosto, hombres que salieron de estos centros de entrenamiento también asesinaron al candidato presidencial Luis Carlos Galán. </p>


<p>Cuatro meses después, el 15 de diciembre, el mayor financiador de estas autodefensas, Gonzalo Rodríguez Gacha, alias ‘El Mexicano’, y su hijo fueron abatidos por la fuerza pública. </p>",Autodefensas de Puerto Boyacá (1979-1991),1989,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1990,"5.969939, -74.586017","<p>En febrero de 1990, los ‘paras’ al mando de Henry Pérez se movilizaron hasta el departamento de Santander y perpetraron otra masacre en Cimitarra, donde asesinaron a tres líderes campesinos y a la periodista Silvia Duzán, quien se encontraba haciendo un documental con ellos para la BBC de Londres. </p>


<p>En mayo, la Corte Suprema de Justicia declaró inconstitucionales los artículos de la Ley 48 de 1968, que permitían a la fuerza pública armar grupos de autodefensa civiles. En junio siguiente, el gobierno ordenó penalizar a todo aquel que fomentara estos grupos. La situación de Henry Pérez ya había empeorado desde el año pasado, con la muerte del narcotraficante financiador del grupo paramilitar Gonzalo Rodríguez Gacha, alias ‘El Mexicano’, y el comienzo de la guerra que terminó por enfrentarlo con Pablo Escobar. Estos factores influyeron en su decisión por acercarse al gobierno de César Turbay, quien convocaba una Asamblea Nacional Constituyente, para negociar la desmovilización. </p>",Autodefensas de Puerto Boyacá (1979-1991),1990,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1990,"5.878650, -74.639701","<p>En febrero de 1990, los ‘paras’ al mando de Henry Pérez se movilizaron hasta el departamento de Santander y perpetraron otra masacre en Cimitarra, donde asesinaron a tres líderes campesinos y a la periodista Silvia Duzán, quien se encontraba haciendo un documental con ellos para la BBC de Londres. </p>


<p>En mayo, la Corte Suprema de Justicia declaró inconstitucionales los artículos de la Ley 48 de 1968, que permitían a la fuerza pública armar grupos de autodefensa civiles. En junio siguiente, el gobierno ordenó penalizar a todo aquel que fomentara estos grupos. La situación de Henry Pérez ya había empeorado desde el año pasado, con la muerte del narcotraficante financiador del grupo paramilitar Gonzalo Rodríguez Gacha, alias ‘El Mexicano’, y el comienzo de la guerra que terminó por enfrentarlo con Pablo Escobar. Estos factores influyeron en su decisión por acercarse al gobierno de César Turbay, quien convocaba una Asamblea Nacional Constituyente, para negociar la desmovilización. </p>",Autodefensas de Puerto Boyacá (1979-1991),1990,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1990,"3.136518, -73.752931","<p>En febrero de 1990, los ‘paras’ al mando de Henry Pérez se movilizaron hasta el departamento de Santander y perpetraron otra masacre en Cimitarra, donde asesinaron a tres líderes campesinos y a la periodista Silvia Duzán, quien se encontraba haciendo un documental con ellos para la BBC de Londres. </p>


<p>En mayo, la Corte Suprema de Justicia declaró inconstitucionales los artículos de la Ley 48 de 1968, que permitían a la fuerza pública armar grupos de autodefensa civiles. En junio siguiente, el gobierno ordenó penalizar a todo aquel que fomentara estos grupos. La situación de Henry Pérez ya había empeorado desde el año pasado, con la muerte del narcotraficante financiador del grupo paramilitar Gonzalo Rodríguez Gacha, alias ‘El Mexicano’, y el comienzo de la guerra que terminó por enfrentarlo con Pablo Escobar. Estos factores influyeron en su decisión por acercarse al gobierno de César Turbay, quien convocaba una Asamblea Nacional Constituyente, para negociar la desmovilización. </p>",Autodefensas de Puerto Boyacá (1979-1991),1990,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1990,"6.339256, -73.925305","<p>En febrero de 1990, los ‘paras’ al mando de Henry Pérez se movilizaron hasta el departamento de Santander y perpetraron otra masacre en Cimitarra, donde asesinaron a tres líderes campesinos y a la periodista Silvia Duzán, quien se encontraba haciendo un documental con ellos para la BBC de Londres. </p>


<p>En mayo, la Corte Suprema de Justicia declaró inconstitucionales los artículos de la Ley 48 de 1968, que permitían a la fuerza pública armar grupos de autodefensa civiles. En junio siguiente, el gobierno ordenó penalizar a todo aquel que fomentara estos grupos. La situación de Henry Pérez ya había empeorado desde el año pasado, con la muerte del narcotraficante financiador del grupo paramilitar Gonzalo Rodríguez Gacha, alias ‘El Mexicano’, y el comienzo de la guerra que terminó por enfrentarlo con Pablo Escobar. Estos factores influyeron en su decisión por acercarse al gobierno de César Turbay, quien convocaba una Asamblea Nacional Constituyente, para negociar la desmovilización. </p>",Autodefensas de Puerto Boyacá (1979-1991),1990,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1990,"1.105307, -76.757198","<p>En febrero de 1990, los ‘paras’ al mando de Henry Pérez se movilizaron hasta el departamento de Santander y perpetraron otra masacre en Cimitarra, donde asesinaron a tres líderes campesinos y a la periodista Silvia Duzán, quien se encontraba haciendo un documental con ellos para la BBC de Londres. </p>


<p>En mayo, la Corte Suprema de Justicia declaró inconstitucionales los artículos de la Ley 48 de 1968, que permitían a la fuerza pública armar grupos de autodefensa civiles. En junio siguiente, el gobierno ordenó penalizar a todo aquel que fomentara estos grupos. La situación de Henry Pérez ya había empeorado desde el año pasado, con la muerte del narcotraficante financiador del grupo paramilitar Gonzalo Rodríguez Gacha, alias ‘El Mexicano’, y el comienzo de la guerra que terminó por enfrentarlo con Pablo Escobar. Estos factores influyeron en su decisión por acercarse al gobierno de César Turbay, quien convocaba una Asamblea Nacional Constituyente, para negociar la desmovilización. </p>",Autodefensas de Puerto Boyacá (1979-1991),1990,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1991,"5.969939, -74.586017","<p>Habiendo ya anunciado la desmovilización de su grupo paramilitar, Henry Pérez fue asesinado el 20 de julio de 1991 en Puerto Boyacá por órdenes de Pablo Escobar. Para ese entonces, las autodefensas colaboraban con la fuerza pública para la captura del capo. Luis Antonio Meneses, alias ‘Ariel Otero’, el exteniente del Batallón Bárbula y segundo al mando del grupo paramilitar, fue promovido a jefe y, luego de negociar con el gobierno de César Gaviria, desmovilizó a las Autodefensas de Puerto Boyacá. </p>


<p>Alias ‘Ariel Otero’ fue asesinado en 1992 y en 1994 el grupo se rearmó bajo las órdenes de Arnubio Triana, alias ‘Botalón’. </p>",Autodefensas de Puerto Boyacá (1979-1991),1991,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1991,"5.878650, -74.639701","<p>Habiendo ya anunciado la desmovilización de su grupo paramilitar, Henry Pérez fue asesinado el 20 de julio de 1991 en Puerto Boyacá por órdenes de Pablo Escobar. Para ese entonces, las autodefensas colaboraban con la fuerza pública para la captura del capo. Luis Antonio Meneses, alias ‘Ariel Otero’, el exteniente del Batallón Bárbula y segundo al mando del grupo paramilitar, fue promovido a jefe y, luego de negociar con el gobierno de César Gaviria, desmovilizó a las Autodefensas de Puerto Boyacá. </p>


<p>Alias ‘Ariel Otero’ fue asesinado en 1992 y en 1994 el grupo se rearmó bajo las órdenes de Arnubio Triana, alias ‘Botalón’. </p>",Autodefensas de Puerto Boyacá (1979-1991),1991,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1991,"3.136518, -73.752931","<p>Habiendo ya anunciado la desmovilización de su grupo paramilitar, Henry Pérez fue asesinado el 20 de julio de 1991 en Puerto Boyacá por órdenes de Pablo Escobar. Para ese entonces, las autodefensas colaboraban con la fuerza pública para la captura del capo. Luis Antonio Meneses, alias ‘Ariel Otero’, el exteniente del Batallón Bárbula y segundo al mando del grupo paramilitar, fue promovido a jefe y, luego de negociar con el gobierno de César Gaviria, desmovilizó a las Autodefensas de Puerto Boyacá. </p>


<p>Alias ‘Ariel Otero’ fue asesinado en 1992 y en 1994 el grupo se rearmó bajo las órdenes de Arnubio Triana, alias ‘Botalón’. </p>",Autodefensas de Puerto Boyacá (1979-1991),1991,large_green
Autodefensas de Puerto Boyacá (1979-1991),01/01/1991,"1.105307, -76.757198","<p>Habiendo ya anunciado la desmovilización de su grupo paramilitar, Henry Pérez fue asesinado el 20 de julio de 1991 en Puerto Boyacá por órdenes de Pablo Escobar. Para ese entonces, las autodefensas colaboraban con la fuerza pública para la captura del capo. Luis Antonio Meneses, alias ‘Ariel Otero’, el exteniente del Batallón Bárbula y segundo al mando del grupo paramilitar, fue promovido a jefe y, luego de negociar con el gobierno de César Gaviria, desmovilizó a las Autodefensas de Puerto Boyacá. </p>


<p>Alias ‘Ariel Otero’ fue asesinado en 1992 y en 1994 el grupo se rearmó bajo las órdenes de Arnubio Triana, alias ‘Botalón’. </p>",Autodefensas de Puerto Boyacá (1979-1991),1991,large_green
